prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmoc_pco_ofici	prmoc_pco_moned	prmoc_pco_produ	prmoc_pnu_oper	prmoc_psa_actual
290	1	3	2404944	290	1	3	5941953	4000000.000000	
914	1	3	2404946	254	1	3	5934626	2500000.000000	
914	1	3	2404946	254	1	3	5932425	3333333.360000	
914	1	3	2404946	914	1	3	5930332	956562.750000	
914	1	3	2404946	914	1	3	5930489	2260851.250000	
914	1	3	2404946	254	1	3	5930650	2462000.000000	
914	1	3	2404946	914	1	3	5941452	13750000.000000	
914	1	3	2404946	914	1	3	5938256	4500000.000000	
914	1	3	2404946	254	1	3	5934934	4666666.650000	
914	1	3	2404946	914	1	3	5931196	2912500.030000	
914	1	3	2404946	914	1	3	5931342	2733126.350000	
914	1	3	2404946	914	1	3	5931048	2981631.720000	
256	1	3	2404947	256	1	3	5935051	5250000.000000	
256	1	3	2404947	256	1	3	5931774	1095013.450000	
256	1	3	2404947	256	1	3	5931838	5886250.000000	
256	1	3	2404947	256	1	3	5938854	16275000.000000	
256	1	3	2404947	256	1	3	5934029	750000.000000	
256	1	3	2404947	256	1	3	5933053	3218190.750000	
256	1	3	2404947	256	1	3	5941404	12000000.000000	
256	1	3	2404947	256	1	3	5945142	24000000.000000	
256	1	3	2404947	256	1	3	5932820	625000.000000	
944	1	3	2404948	254	1	3	5934339	508333.300000	
944	1	3	2404948	254	1	3	5941468	1776750.000000	
944	1	3	2404948	254	1	3	5947358	6250000.000000	
944	1	3	2404948	254	1	3	5933241	254261.250000	
944	1	3	2404948	254	1	3	5933918	447939.880000	
259	1	3	2404949	594	1	3	5947113	30000000.000000	
259	1	3	2404949	594	1	3	5944021	165000000.010000	
254	1	3	2404951	254	1	3	5935464	6250000.000000	
254	1	3	2404951	254	1	3	5941353	1875000.000000	
256	1	3	2404954	256	1	3	5939532	2083333.310000	
256	1	3	2404954	256	1	3	5939106	4166666.690000	
256	1	3	2404954	256	1	3	5942067	2916666.650000	
256	1	3	2404954	256	1	3	5944974	3749999.990000	
256	1	3	2404954	256	1	3	5945422	8333333.340000	
256	1	3	2404954	256	1	3	5943134	3333333.320000	
256	1	3	2404954	256	1	3	5944647	3749999.990000	
256	1	3	2404954	256	1	3	5938348	3333333.360000	
256	1	3	2404954	256	1	3	5938663	3333333.360000	
256	1	3	2404954	256	1	3	5951238	4500000.000000	
256	1	3	2404954	256	1	3	5942433	1750000.000000	
256	1	3	2404954	256	1	3	5937871	1666666.640000	
945	2	3	2404956	254	2	3	5945314	13239500.000000	
945	2	3	2404956	254	2	3	5942519	15446074.507000	
945	2	3	2404956	254	2	3	5943437	7061059.605600	
945	2	3	2404956	254	2	3	5941983	15446074.507000	
210	1	3	2404959	210	1	3	5937551	6750000.000000	
256	1	3	2404961	256	1	3	5933758	1666666.630000	
256	1	3	2404961	256	1	3	5938659	2333333.360000	
256	1	3	2404961	562	1	3	5940865	2499999.980000	
256	1	3	2404961	256	1	3	5936824	4999999.970000	
256	1	3	2404961	256	1	3	5942810	16666666.680000	
256	1	3	2404961	256	1	3	5939824	8333333.310000	
253	2	3	2404970	285	2	3	5946696	1015734.440000	
253	2	3	2404970	285	2	3	5946480	1675765.881400	
253	2	3	2404970	285	2	3	5945433	6178429.802800	
253	2	3	2404970	253	2	3	5941507	2117260.840000	
253	2	3	2404970	285	2	3	5947472	3508467.500000	
253	2	3	2404970	253	2	3	5937932	1762442.240000	
253	2	3	2404970	253	2	3	5942575	2163334.300000	
253	2	3	2404970	253	2	3	5940539	3574665.000000	
253	2	3	2404970	253	2	3	5936707	1316006.300000	
253	2	3	2404970	253	2	3	5943686	1870476.560000	
253	2	3	2404970	285	2	3	5945714	1720075.840000	
253	2	3	2404970	285	2	3	5946191	2727866.580000	
259	1	3	2404972	259	1	3	5940822	2950000.000000	
562	2	3	2404974	562	2	3	5938861	26479000.000000	
562	2	3	2404974	562	2	3	5943812	35305340.394400	
562	2	3	2404974	562	2	3	5945532	44131670.197200	
562	2	3	2404974	562	2	3	5933420	3309875.000000	
562	2	3	2404974	562	2	3	5934393	6178450.986000	
562	2	3	2404974	562	2	3	5946909	45632145.098600	
562	2	3	2404974	562	2	3	5940228	12974720.591600	
405	1	3	2404975	405	1	3	5946516	2000000000.000000	
405	1	3	2404975	405	1	3	5951395	1840000000.000000	
405	1	3	2404975	405	1	3	5946714	1660000000.000000	
259	1	3	2404976	259	1	3	5931854	9100000.000000	
259	1	3	2404976	259	1	3	5932323	2000000.000000	
259	1	3	2404976	259	1	3	5931137	5625000.000000	
596	1	3	2404981	596	1	3	5951284	41000000.000000	
596	1	3	2404981	596	1	3	5945372	8000000.000000	
256	1	3	2404983	256	1	3	5946527	8250000.000000	
256	1	3	2404983	256	1	3	5939784	9750000.000000	
256	1	3	2404983	256	1	3	5943626	12000000.010000	
256	1	3	2404983	256	1	3	5936314	6500000.000000	
256	1	3	2404983	256	1	3	5931848	13750000.000000	
290	1	3	2404984	290	1	3	5943223	550000.000000	
290	1	3	2404984	290	1	3	5943780	1000000.000000	
597	2	3	2404986	597	2	3	5945960	22065829.802800	
597	2	3	2404986	597	2	3	5940386	18535310.591600	
597	2	3	2404986	597	2	3	5947531	52958000.000000	
597	2	3	2404986	597	2	3	5936066	16549359.112600	
405	2	3	2404987	405	2	3	5935258	97089659.605600	
405	2	3	2404987	405	2	3	5946214	317748000.000000	
405	2	3	2404987	405	2	3	5935869	140338689.408400	
405	2	3	2404987	405	2	3	5942944	635496000.000000	
405	2	3	2404987	405	2	3	5943071	264790000.000000	
405	2	3	2404987	405	2	3	5946791	127099200.000000	
405	2	3	2404987	405	2	3	5947463	158874000.000000	
405	2	3	2404987	405	2	3	5944969	92676500.000000	
405	2	3	2404987	405	2	3	5937484	208300760.560000	
405	2	3	2404987	405	2	3	5944231	529580000.000000	
405	2	3	2404987	405	2	3	5938573	123567960.560000	
254	1	3	2404989	254	1	3	5935009	616666.700000	
254	1	3	2404989	254	1	3	5946200	4675000.000000	
254	1	3	2404989	254	1	3	5937713	900000.000000	
254	1	3	2404989	254	1	3	5937336	450000.000000	
254	1	3	2404989	254	1	3	5942206	3295833.350000	
254	1	3	2404989	254	1	3	5934777	545000.000000	
254	1	3	2404989	254	1	3	5938926	1214583.310000	
254	1	3	2404989	254	1	3	5940505	3140000.020000	
259	1	3	2404990	259	1	3	5938456	5333333.360000	
259	1	3	2404990	259	1	3	5939983	3000000.000000	
256	1	3	2404995	256	1	3	5946396	7333333.330000	
256	1	3	2404995	256	1	3	5947192	12000000.000000	
256	1	3	2404995	256	1	3	5945510	6916666.660000	
256	1	3	2404995	256	1	3	5938109	33333333.360000	
256	1	3	2404995	256	1	3	5943867	23999999.990000	
254	1	3	2404997	254	1	3	5945311	4166666.660000	
254	1	3	2404997	254	1	3	5943773	2000000.000000	
254	1	3	2404997	254	1	3	5939544	535264.140000	
254	1	3	2404997	254	1	3	5942033	2333333.350000	
254	1	3	2404997	254	1	3	5946778	4583333.330000	
254	1	3	2404997	254	1	3	5944401	2250000.000000	
254	1	3	2404998	254	1	3	5935180	1666666.700000	
254	1	3	2404998	254	1	3	5937042	4999999.970000	
254	1	3	2404998	254	1	3	5938114	6666666.640000	
596	1	3	2405000	596	1	3	5934748	15000000.000000	
596	1	3	2405000	596	1	3	5935333	15000000.000000	
596	1	3	2405000	596	1	3	5935351	20000000.000000	
256	1	3	2405003	256	1	3	5946523	2000000.000000	
259	1	3	2405004	259	1	3	5942048	4666666.650000	
259	1	3	2405004	259	1	3	5947383	15000000.000000	
259	1	3	2405004	259	1	3	5940438	9999999.980000	
256	1	3	2405011	256	1	3	5939320	12500000.000000	
254	2	3	2405012	254	2	3	5951484	19064880.000000	
254	2	3	2405012	254	2	3	5944673	11915550.000000	
259	2	3	2405014	259	2	3	5944816	27763231.500000	
259	2	3	2405014	259	2	3	5941576	5295789.408400	
259	2	3	2405014	259	2	3	5937459	4060099.211200	
256	1	3	2405015	256	1	3	5939328	17480123.100000	
256	1	3	2405015	256	1	3	5938918	1166666.690000	
256	1	3	2405015	256	1	3	5944931	1753387.780000	
256	1	3	2405015	256	1	3	5946150	6416666.670000	
256	1	3	2405015	256	1	3	5944339	3749999.990000	
256	1	3	2405015	256	1	3	5944067	2834582.070000	
256	1	3	2405015	256	1	3	5938381	1620000.000000	
256	1	3	2405015	256	1	3	5951314	7000000.000000	
256	1	3	2405016	256	1	3	5946029	4166666.660000	
256	1	3	2405016	256	1	3	5944883	5025000.010000	
256	1	3	2405016	256	1	3	5947044	5000000.000000	
256	1	3	2405016	256	1	3	5947375	5000000.000000	
256	1	3	2405016	256	1	3	5941509	2499999.980000	
256	1	3	2405016	256	1	3	5945352	4166666.660000	
256	1	3	2405016	256	1	3	5945517	4166666.660000	
256	1	3	2405016	256	1	3	5940157	2083333.310000	
256	1	3	2405016	256	1	3	5939705	2083333.310000	
256	1	3	2405016	256	1	3	5943502	5666666.680000	
256	1	3	2405016	256	1	3	5939376	2083333.310000	
256	1	3	2405016	256	1	3	5942002	2916666.650000	
256	1	3	2405016	256	1	3	5946292	4583333.330000	
256	1	3	2405016	256	1	3	5951360	5000000.000000	
256	1	3	2405016	256	1	3	5944306	3749999.990000	
259	1	3	2405018	259	1	3	5938327	5000000.000000	
256	2	3	2405019	256	2	3	5938858	33098750.000000	
256	2	3	2405019	256	2	3	5944498	39718505.295800	
254	1	3	2405021	254	1	3	5938684	8333333.310000	
254	1	3	2405021	254	1	3	5943852	4666666.680000	
254	1	3	2405021	254	1	3	5942640	7583333.350000	
254	1	3	2405021	254	1	3	5944930	5000000.000000	
254	1	3	2405021	254	1	3	5946917	8000000.000000	
254	1	3	2405021	254	1	3	5939383	8333333.310000	
254	1	3	2405021	254	1	3	5946288	10083333.330000	
254	1	3	2405021	254	1	3	5939783	12500000.020000	
908	1	3	2405023	908	1	3	5938789	4500000.000000	
908	1	3	2405023	908	1	3	5942481	3500000.000000	
908	1	3	2405023	908	1	3	5946855	7791666.670000	
254	1	3	2405025	254	1	3	5944734	3000000.010000	
254	1	3	2405025	254	1	3	5947441	5000000.000000	
256	1	3	2405028	256	1	3	5946866	13750000.000000	
256	1	3	2405028	256	1	3	5946911	4583333.330000	
256	1	3	2405029	256	1	3	5946442	35772000.000000	
254	1	3	2405030	254	1	3	5942451	4666666.650000	
254	1	3	2405030	254	1	3	5939040	6250000.000000	
261	1	3	2405031	131	1	3	5946027	7208872.310000	
254	1	3	2405032	254	1	3	5942198	43750000.000000	
597	1	3	2405035	597	1	3	5947007	100000000.000000	
597	1	3	2405035	597	1	3	5941390	15500000.020000	
597	1	3	2405035	597	1	3	5940993	32499999.980000	
597	1	3	2405035	597	1	3	5942114	10208333.350000	
597	1	3	2405035	597	1	3	5939401	20833333.310000	
597	1	3	2405035	597	1	3	5942965	33333333.320000	
597	1	3	2405035	597	1	3	5940047	10416666.690000	
254	1	3	2405037	254	1	3	5941677	1500000.000000	
254	1	3	2405037	254	1	3	5943159	3500000.000000	
254	1	3	2405037	254	1	3	5943904	3500000.000000	
254	1	3	2405037	254	1	3	5941418	2979079.500000	
254	1	3	2405037	254	1	3	5942779	3000000.000000	
254	1	3	2405037	254	1	3	5945620	20570000.000000	
254	1	3	2405037	254	1	3	5940491	2000000.000000	
958	1	3	2405038	958	1	3	5939598	1749999.980000	
594	2	3	2405051	594	2	3	5942602	15446074.507000	
594	2	3	2405051	594	2	3	5941451	22242360.000000	
594	2	3	2405051	594	2	3	5945064	12014856.841600	
594	2	3	2405051	594	2	3	5943505	33540059.605600	
594	2	3	2405051	594	2	3	5947039	22882272.697200	
594	2	3	2405052	594	2	3	5947040	15465213.528200	
594	2	3	2405052	594	2	3	5943465	13627851.605600	
594	2	3	2405052	594	2	3	5941877	61784324.507000	
594	2	3	2405052	594	2	3	5945065	16159551.162000	
594	2	3	2405053	594	2	3	5945069	8572576.250000	
594	2	3	2405053	594	2	3	5940234	58783380.000000	
594	2	3	2405053	594	2	3	5943507	13062980.394400	
594	2	3	2405053	594	2	3	5947048	34562445.570400	
594	2	3	2405054	594	2	3	5947045	45698342.598600	
594	2	3	2405054	594	2	3	5943506	6708015.098600	
594	2	3	2405054	594	2	3	5945070	18424962.007000	
594	2	3	2405054	594	2	3	5942607	40159825.493000	
594	2	3	2405055	594	2	3	5940233	58783380.000000	
594	2	3	2405055	594	2	3	5945071	9525084.133800	
594	2	3	2405055	594	2	3	5943508	13062980.394400	
594	2	3	2405055	594	2	3	5947046	34562445.570400	
594	2	3	2405056	594	2	3	5947037	24412165.767600	
594	2	3	2405056	594	2	3	5945075	9525089.429600	
594	2	3	2405056	594	2	3	5943455	19417940.394400	
594	2	3	2405056	594	2	3	5940702	52957989.408400	
594	2	3	2405057	594	2	3	5947041	34562445.570400	
594	2	3	2405057	594	2	3	5943454	13062980.394400	
594	2	3	2405057	594	2	3	5945074	8572576.250000	
594	2	3	2405057	594	2	3	5940239	58783380.000000	
594	2	3	2405058	594	2	3	5940238	58783380.000000	
594	2	3	2405058	594	2	3	5947038	34562445.570400	
594	2	3	2405058	594	2	3	5943451	13062980.394400	
594	2	3	2405058	594	2	3	5945077	9525084.133800	
405	2	3	2405059	405	2	3	5945123	34682194.200000	
405	2	3	2405059	405	2	3	5946961	58294577.660000	
405	2	3	2405059	405	2	3	5947128	186198209.680000	
405	2	3	2405059	405	2	3	5947242	102160642.304000	
405	2	3	2405059	405	2	3	5946245	87228180.960000	
405	2	3	2405059	405	2	3	5946467	256467650.300000	
405	2	3	2405059	405	2	3	5946780	334528801.460000	
405	2	3	2405059	405	2	3	5946644	70485138.554000	
405	2	3	2405059	405	2	3	5944426	62024674.390000	
405	2	3	2405059	405	2	3	5943863	143013926.328000	
405	2	3	2405059	405	2	3	5951290	152124502.900000	
405	2	3	2405059	405	2	3	5945602	112507152.680000	
259	1	3	2405060	259	1	3	5941195	2323135.600000	
254	1	3	2405061	254	1	3	5941744	10000000.000000	
405	2	3	2405062	405	2	3	5946671	87380700.000000	
405	2	3	2405062	405	2	3	5951403	79437000.000000	
405	2	3	2405062	405	2	3	5944444	23831100.000000	
254	1	3	2405063	254	1	3	5941415	7500000.000000	
254	1	3	2405063	254	1	3	5942576	24500000.000000	
254	1	3	2405063	254	1	3	5951406	7000000.000000	
254	2	3	2405064	254	2	3	5941665	16990700.493000	
254	2	3	2405064	254	2	3	5947246	45543880.000000	
254	2	3	2405064	254	2	3	5946781	70390010.098600	
405	2	3	2405065	405	2	3	5951292	26479000.000000	
405	2	3	2405065	405	2	3	5942604	18535300.000000	
256	1	3	2405066	256	1	3	5944559	7500000.010000	
256	1	3	2405066	256	1	3	5951405	2350000.000000	
256	1	3	2405066	256	1	3	5944173	7493036.200000	
256	1	3	2405066	256	1	3	5945581	5833333.340000	
256	1	3	2405066	256	1	3	5946689	5500000.000000	
256	1	3	2405066	256	1	3	5946774	16000000.000000	
256	1	3	2405066	256	1	3	5946487	5500000.000000	
256	1	3	2405066	256	1	3	5946399	12558333.330000	
256	1	3	2405066	256	1	3	5941875	3500000.000000	
256	1	3	2405066	256	1	3	5941578	8750000.000000	
256	1	3	2405066	256	1	3	5941760	8750000.000000	
256	1	3	2405066	256	1	3	5947000	6000000.000000	
256	1	3	2405066	256	1	3	5941493	29166666.650000	
256	1	3	2405066	256	1	3	5945373	8333333.340000	
256	1	3	2405066	256	1	3	5942307	1166666.650000	
256	1	3	2405066	256	1	3	5947488	6000000.000000	
256	1	3	2405066	256	1	3	5946024	8333333.340000	
256	1	3	2405066	256	1	3	5946047	5833333.340000	
261	1	3	2405068	131	1	3	5945698	60000000.000000	
259	2	3	2405070	259	2	3	5945597	66493932.405000	
259	2	3	2405070	240	2	3	5947324	41307240.000000	
259	2	3	2405070	259	2	3	5943715	64098647.360800	
597	2	3	2405072	597	2	3	5943283	35305340.394400	
597	2	3	2405072	597	2	3	5944670	39718505.295800	
597	2	3	2405072	597	2	3	5942162	30892175.493000	
254	2	3	2405073	254	2	3	5945010	119155500.000000	
256	1	3	2405074	256	1	3	5942362	4749999.980000	
259	2	3	2405078	259	2	3	5942764	35305340.394400	
259	2	3	2405078	303	2	3	5947405	26479000.000000	
259	2	3	2405078	259	2	3	5944509	39718505.295800	
405	1	3	2405080	405	1	3	5946758	2000000000.000000	
131	1	3	2405092	131	1	3	5945731	50000000.000000	
230	1	3	2405095	230	1	3	5946111	10082681.550000	
252	1	3	2405100	252	1	3	5944450	11409541.900000	
252	1	3	2405100	252	1	3	5944136	26622264.250000	
131	1	3	2405101	131	1	3	5944313	1536402.120000	
131	1	3	2405101	131	1	3	5944314	3812283.820000	
405	2	3	2405102	405	2	3	5945475	15446079.802800	
597	1	3	2405103	597	1	3	5945610	10000000.000000	
254	1	3	2405107	254	1	3	5944682	5999999.990000	
131	1	3	2405109	131	1	3	5944893	13500000.000000	
131	1	3	2405109	131	1	3	5945840	8333333.340000	
131	1	3	2405109	131	1	3	5945740	4166666.660000	
131	1	3	2405109	131	1	3	5946104	7333333.330000	
131	1	3	2405109	131	1	3	5946740	4583333.330000	
131	1	3	2405109	131	1	3	5945151	6666666.660000	
131	1	3	2405109	131	1	3	5945425	4583333.340000	
131	1	3	2405109	131	1	3	5951422	6000000.000000	
562	1	3	2405110	562	1	3	5945434	33565582.840000	
256	1	3	2405111	256	1	3	5946107	14666666.670000	
521	2	3	2405112	521	2	3	5945567	529580000.000000	
521	2	3	2405112	521	2	3	5947197	529580000.000000	
405	2	3	2405116	405	2	3	5951409	88263329.802800	
405	2	3	2405116	405	2	3	5945138	441316670.197200	
259	1	3	2405121	259	1	3	5946811	80000000.000000	
259	1	3	2405121	302	1	3	5947318	20000000.000000	
254	1	3	2405122	254	1	3	5946555	10000000.000000	
254	1	3	2405122	254	1	3	5946101	9166666.670000	
254	1	3	2405122	254	1	3	5945817	13750000.000000	
921	1	3	2405123	921	1	3	5945828	33333333.340000	
921	1	3	2405123	921	1	3	5951354	2700000.000000	
921	1	3	2405123	921	1	3	5947277	3300000.000000	
921	1	3	2405123	921	1	3	5947487	3500000.000000	
295	1	3	2405124	259	1	3	5945820	7341481.480000	
259	1	0	2405126	259	1	2	5936523	7683292.200000	
259	1	0	2405126	259	1	2	5929891	7995272.000000	
259	1	0	2405126	215	1	2	5947436	3000000.000000	
259	1	0	2405126	215	1	2	5947439	5000000.000000	
261	1	3	2405127	261	1	3	5946048	50000000.000000	
254	1	3	2405128	254	1	3	5946691	24887500.000000	
240	1	3	2405131	240	1	3	5946921	17700000.000000	
240	1	3	2405131	240	1	3	5946522	33500000.000000	
240	1	3	2405131	240	1	3	5947185	4550000.000000	
240	1	3	2405131	240	1	3	5951355	4250000.000000	
921	1	3	2405132	921	1	3	5946725	86143750.000000	
131	1	3	2405133	131	1	3	5946687	20000000.000000	
562	2	3	2405134	562	2	3	5946869	4980699900.000000	
563	1	3	2405136	937	1	3	5947340	39000000.000000	
210	1	3	2405138	210	1	3	5947394	3500000.000000	
405	2	3	2405139	405	2	3	5947490	105916000.000000	
405	2	3	2405141	405	2	3	5951407	105916000.000000	
131	1	3	2405142	131	1	3	5951468	30000000.000000	
